pool	0	0.0	0.0	-10.0	15	0	False
pool	1	30.0	0.0	-14.0	6	3	False
pool	2	-30.0	0.0	-14.0	6	3	False
pool	3	8.0	8.0	0.0	5	3	True
pool	4	8.0	-8.0	0.0	5	3	True
pool	5	-8.0	8.0	0.0	5	3	True
pool	6	-8.0	-8.0	0.0	5	3	True
pool	7	52.0	-14.0	-20.0	6	3	False
pool	8	74.0	-14.0	-20.0	4	3	True
pool	9	67.0	-23.0	-20.0	4	3	True
pool	10	70.0	-19.0	-26.0	8	3	False
pool	11	70.0	-40.0	7.0	6	3	False
pool	12	20.0	10.0	0.0	6	3	False
pool	13	26.0	21.0	-30.0	5	3	False
pool	14	56.0	18.0	0.0	12	3	False
pool	15	45.0	18.0	-20.0	5	3	False
pool	16	60.0	8.0	-30.0	12	3	False
pool	17	-29.0	-15.0	-18.0	4	3	False
pool	18	-19.0	-13.0	0.0	4	3	False
pool	19	-35.0	-32.0	-18.0	5	1	False
pool	20	-46.0	-20.0	-18.0	5	0	False
pool	21	-39.0	-8.0	-18.0	3	0	False
pool	22	-44.0	-19.0	-8.0	4	1	True
pool	23	-35.0	-29.0	-8.0	4	1	True
pool	24	-48.0	-32.0	-8.0	6	3	False
pool	25	-65.0	29.0	-16.0	4	3	False
pool	26	-99.0	29.0	-16.0	4	3	False
pool	27	-77.0	59.0	-16.0	5	3	False
pool	28	-89.0	26.0	14.0	6	3	False
pool	29	0.0	-37.0	-10.0	8	5	False
pool	30	0.0	-57.0	0.0	15	0	False
pool	31	11.0	-57.0	10.0	4	3	True
pool	32	-11.0	-57.0	10.0	4	3	True
pool	33	-24.0	-57.0	10.0	6	3	False
pool	34	24.0	-57.0	10.0	6	3	False
pool	35	0.0	-90.0	0.0	6	3	False
pool	36	0.0	-172.0	-20.0	30	3	False
pool	37	0.0	30.0	-6.0	6	3	False
pool	38	-14.0	43.0	1.0	4	3	False
pool	39	-7.0	54.0	-7.0	4	2	False
pool	40	5.0	45.0	-7.0	4	4	False
pool	41	-18.0	61.0	-7.0	5	0	False
pool	42	-5.0	55.0	0.0	3	1	True
pool	43	-9.0	67.0	0.0	5	3	False
pool	44	10.0	80.0	-4.0	4	3	False
pipe	0	pool	7	pool	10	52.0	-14.0	-18.8	59.708143277039525	-16.141150910288758	-18.8	1.5
pipe	1	pool	9	pool	11	67.0	-23.0	-18.8	68.04271200345428	-28.90870135290762	-18.8	1.5
pipe	2	pool	13	pool	12	26.0	21.0	-28.8	22.648035085235986	14.85473098959931	-28.8	1.5
pipe	3	pool	15	pool	14	45.0	18.0	-18.8	52.0	18.0	-18.8	1.5
pipe	4	pool	17	pool	18	-29.0	-15.0	-16.8	-23.11651594585448	-13.823303189170895	-16.8	1.5
pipe	5	pool	19	pool	24	-35.0	-32.0	-16.8	-42.0	-32.0	-16.8	1.5
pipe	6	pool	26	pool	28	-99.0	29.0	-14.8	-93.25304228867309	27.275912686601927	-14.8	1.5
pipe	7	pool	29	pool	30	0.0	-37.0	-8.8	0.0	-47.0	-8.8	1.5
pipe	8	pool	30	pool	33	0.0	-57.0	1.2000000000000002	-17.0	-57.0	1.2000000000000002	1.5
pipe	9	pool	30	pool	34	0.0	-57.0	1.2000000000000002	17.0	-57.0	1.2000000000000002	1.5
pipe	10	pool	39	pool	38	-7.0	54.0	-5.8	-10.221252953158956	48.938031073607355	-5.8	1.5
pipe	11	pool	41	pool	43	-18.0	61.0	-5.8	-12.175647939635095	64.8829013735766	-5.8	1.5
straight	0	0	pool	0	0	1	0.0	0.0	-10.0	17.5	0.0	-10.0	2
slope	0	1	0	0	0	2	17.5	0.0	-10.0	22.0	0.0	-14.0	2
straight	0	2	0	1	pool	1	22.0	0.0	-14.0	30.0	0.0	-14.0	2
straight	1	0	pool	0	1	1	0.0	0.0	-10.0	-16.5	0.0	-10.0	2
slope	1	1	1	0	1	2	-16.5	0.0	-10.0	-22.0	0.0	-14.0	2
straight	1	2	1	1	pool	2	-22.0	0.0	-14.0	-30.0	0.0	-14.0	2
straight	2	0	pool	1	2	1	30.0	0.0	-14.0	37.82941176470588	-4.982352941176468	-14.0	2
slope	2	1	2	0	2	2	37.82941176470588	-4.982352941176468	-14.0	45.205882352941174	-9.676470588235288	-20.0	2
straight	2	2	2	1	pool	7	45.205882352941174	-9.676470588235288	-20.0	52.0	-14.0	-20.0	2
straight	3	0	pool	7	pool	8	52.0	-14.0	-20.0	74.0	-14.0	-20.0	1
straight	4	0	pool	8	pool	9	74.0	-14.0	-20.0	67.0	-23.0	-20.0	1
straight	5	0	pool	4	5	1	8.0	-8.0	0.0	24.069264317686233	-9.38230230689774	0.0	2
slope	5	1	5	0	5	2	24.069264317686233	-9.38230230689774	0.0	36.338689314816946	-10.43773671525307	7.0	2
straight	5	2	5	1	5	3	36.338689314816946	-10.43773671525307	7.0	49.189550927399175	-11.543187176550468	7.0	2
curve	5	3	5	2	5	4	49.189550927399175	-11.543187176550468	7.0	57.0814330654788	-16.663233924735895	7.0	2	48.332500985175216	-21.50639275490395	7.0	0.4897025036120946	True	10
straight	5	4	5	3	pool	11	57.0814330654788	-16.663233924735895	7.0	70.0	-40.0	7.0	2
straight	6	0	pool	3	pool	12	8.0	8.0	0.0	20.0	10.0	0.0	2
straight	7	0	pool	1	7	1	30.0	0.0	-14.0	35.55327868852459	6.663934426229512	-14.0	2
slope	7	1	7	0	7	2	35.55327868852459	6.663934426229512	-14.0	40.204918032786885	12.245901639344263	-20.0	2
straight	7	2	7	1	pool	15	40.204918032786885	12.245901639344263	-20.0	45.0	18.0	-20.0	2
straight	8	0	pool	13	pool	16	26.0	21.0	-30.0	60.0	8.0	-30.0	2
straight	9	0	pool	14	9	1	56.0	18.0	0.0	62.04991141264423	37.070372931161145	0.0	8
straight	9	1	9	0	9	2	62.04991141264423	37.070372931161145	0.0	68.09982282528846	56.14074586232232	0.0	8
straight	9	2	9	1	9	3	68.09982282528846	56.14074586232232	0.0	77.07638457819502	84.4364296486582	0.0	8
curve	9	3	9	2	9	4	77.07638457819502	84.4364296486582	0.0	84.43744144741518	87.19827133116473	0.0	8	81.84230674368935	82.92448192719104	0.0	0.9046549565113893	True	5
straight	9	4	9	3	9	5	84.43744144741518	87.19827133116473	0.0	105.49124469464877	74.41395973136754	0.0	8
slope	9	5	9	4	9	6	105.49124469464877	74.41395973136754	0.0	120.95507888170673	65.02399477095489	-20.0	8
straight	9	6	9	5	9	7	120.95507888170673	65.02399477095489	-20.0	129.20501864137557	60.01445804599186	-20.0	8
curve	9	7	9	6	9	8	129.20501864137557	60.01445804599186	-20.0	129.26924642829613	51.50654640200865	-20.0	8	126.60988393764976	55.74066864201816	-20.0	1.017535133278902	True	5
straight	9	8	9	7	9	9	129.26924642829613	51.50654640200865	-20.0	98.0625	31.90625	-20.0	8
slope	9	9	9	8	9	10	98.0625	31.90625	-20.0	79.03125	19.953125	-30.0	8
straight	9	10	9	9	pool	16	79.03125	19.953125	-30.0	60.0	8.0	-30.0	8
straight	10	0	pool	2	10	1	-30.0	0.0	-14.0	-29.615810074880873	-5.762848876786918	-14.0	2
slope	10	1	10	0	10	2	-29.615810074880873	-5.762848876786918	-14.0	-29.33407079646018	-9.988938053097348	-18.0	2
straight	10	2	10	1	pool	17	-29.33407079646018	-9.988938053097348	-18.0	-29.0	-15.0	-18.0	2
straight	11	0	pool	6	pool	18	-8.0	-8.0	0.0	-19.0	-13.0	0.0	1
straight	12	0	pool	20	pool	21	-46.0	-20.0	-18.0	-39.0	-8.0	-18.0	1
straight	13	0	pool	19	pool	20	-35.0	-32.0	-18.0	-46.0	-20.0	-18.0	1
straight	14	0	pool	17	pool	19	-29.0	-15.0	-18.0	-35.0	-32.0	-18.0	1
straight	15	0	pool	22	pool	24	-44.0	-19.0	-8.0	-48.0	-32.0	-8.0	1
straight	16	0	pool	23	pool	24	-35.0	-29.0	-8.0	-48.0	-32.0	-8.0	1
straight	17	0	pool	2	17	1	-30.0	0.0	-14.0	-33.95966394956541	12.247332681213933	-14.0	1
curve	17	1	17	0	17	2	-33.95966394956541	12.247332681213933	-14.0	-39.62027931765789	18.3983445250976	-14.0	1	-43.474725201254785	9.171034682547445	-14.0	0.43120285352872756	False	10
straight	17	2	17	1	17	3	-39.62027931765789	18.3983445250976	-14.0	-42.66336971350614	19.669508867667123	-14.0	1
slope	17	3	17	2	17	4	-42.66336971350614	19.669508867667123	-14.0	-55.52646657571624	25.042701227830836	-16.0	1
straight	17	4	17	3	pool	25	-55.52646657571624	25.042701227830836	-16.0	-65.0	29.0	-16.0	1
straight	18	0	pool	5	18	1	-8.0	8.0	0.0	-25.095996609906813	26.277174557500373	0.0	1
slope	18	1	18	0	18	2	-25.095996609906813	26.277174557500373	0.0	-41.639632051656065	43.963824811588665	6.0	1
straight	18	2	18	1	18	3	-41.639632051656065	43.963824811588665	6.0	-66.0067129525621	70.01444948383002	6.0	1
curve	18	3	18	2	18	4	-66.0067129525621	70.01444948383002	6.0	-87.714666862352	70.22559678560415	6.0	1	-76.96138378296642	59.767733571036864	6.0	0.8090512580046749	False	15
straight	18	4	18	3	18	5	-87.714666862352	70.22559678560415	6.0	-87.92823082575295	70.00599994188114	6.0	1
curve	18	5	18	4	18	6	-87.92823082575295	70.00599994188114	6.0	-85.13988870973365	51.14237173030439	6.0	1	-79.32560436224449	61.63970937022731	6.0	0.9182246072117668	False	12
straight	18	6	18	5	18	7	-85.13988870973365	51.14237173030439	6.0	-60.215463470611546	37.337186024278466	6.0	1
curve	18	7	18	6	18	8	-60.215463470611546	37.337186024278466	6.0	-59.969161951908326	19.982649406237606	6.0	1	-65.06070042685252	28.589404657676035	6.0	1.0507863379717697	True	10
straight	18	8	18	7	18	9	-59.969161951908326	19.982649406237606	6.0	-57.38992798674656	21.50845891119701	6.0	1
slope	18	9	18	8	18	10	-57.38992798674656	21.50845891119701	6.0	-67.8633377176746	15.312654911778894	14.0	1
straight	18	10	18	9	18	11	-67.8633377176746	15.312654911778894	14.0	-72.41207768850495	12.621735523763457	14.0	1
curve	18	11	18	10	18	12	-72.41207768850495	12.621735523763457	14.0	-83.54837036130633	15.750391570216221	14.0	1	-76.48530846846032	19.507139724914197	14.0	0.80808369243249	True	8
straight	18	12	18	11	pool	28	-83.54837036130633	15.750391570216221	14.0	-89.0	26.0	14.0	1
straight	19	0	pool	25	19	1	-65.0	29.0	-16.0	-43.535333240730836	44.516626572965656	-16.0	1
curve	19	1	19	0	19	2	-43.535333240730836	44.516626572965656	-16.0	-48.22210921208096	59.0	-16.0	1	-48.222109212080966	51.0	-16.0	1.2578339298205021	False	8
straight	19	2	19	1	19	3	-48.22210921208096	59.0	-16.0	-54.91065236316119	59.0	-16.0	1
curve	19	3	19	2	19	4	-54.91065236316119	59.0	-16.0	-67.50669153158559	54.53511497439007	-16.0	1	-54.91065236316119	39.0	-16.0	0.34064911264392445	False	20
straight	19	4	19	3	pool	26	-67.50669153158559	54.53511497439007	-16.0	-99.0	29.0	-16.0	1
straight	20	0	pool	25	20	1	-65.0	29.0	-16.0	-88.78295030923687	12.561784345086284	-16.0	1
curve	20	1	20	0	20	2	-88.78295030923687	12.561784345086284	-16.0	-105.70624822642584	15.953857529428518	-16.0	1	-95.60591923923772	22.433313860832207	-16.0	0.8025962989790678	True	12
straight	20	2	20	1	20	3	-105.70624822642584	15.953857529428518	-16.0	-108.1805710362508	19.810890144743894	-16.0	1
curve	20	3	20	2	20	4	-108.1805710362508	19.810890144743894	-16.0	-104.09330948472027	40.2430934336552	-16.0	1	-95.55515980226565	27.910210558998514	-16.0	0.7678174724199341	True	15
straight	20	4	20	3	pool	27	-104.09330948472027	40.2430934336552	-16.0	-77.0	59.0	-16.0	1
straight	21	0	pool	0	pool	29	0.0	0.0	-10.0	0.0	-37.0	-10.0	3
straight	22	0	pool	31	pool	34	11.0	-57.0	10.0	24.0	-57.0	10.0	1
straight	23	0	pool	32	pool	33	-11.0	-57.0	10.0	-24.0	-57.0	10.0	1
straight	24	0	pool	30	pool	35	0.0	-57.0	0.0	0.0	-90.0	0.0	4
straight	25	0	pool	35	25	1	0.0	-90.0	0.0	8.881784197001252e-16	-94.9948995519125	0.0	2
curve	25	1	25	0	25	2	8.881784197001252e-16	-94.9948995519125	0.0	-6.3683659671039905	-102.82674290981333	0.0	2	-7.999999999999999	-94.9948995519125	0.0	0.6827004688025646	True	8
straight	25	2	25	1	25	3	-6.3683659671039905	-102.82674290981333	0.0	-23.29313793491185	-106.3527370697733	0.0	2
curve	25	3	25	2	25	4	-23.29313793491185	-106.3527370697733	0.0	-32.36568688556783	-121.46050210662456	0.0	2	-20.845686885567837	-118.10050210662456	0.0	0.8245975234067285	False	12
straight	25	4	25	3	25	5	-32.36568688556783	-121.46050210662456	0.0	-31.945279581296894	-122.90189857841064	0.0	2
curve	25	5	25	4	25	6	-31.945279581296894	-122.90189857841064	0.0	-20.05540250889701	-127.46461384771905	0.0	2	-24.265279581296895	-120.66189857841064	0.0	0.9205843051801216	False	8
straight	25	6	25	5	25	7	-20.05540250889701	-127.46461384771905	0.0	-8.996842245891866	-120.62099663577735	0.0	2
slope	25	7	25	6	25	8	-8.996842245891866	-120.62099663577735	0.0	17.737748521320924	-104.07622939869074	-20.0	2
straight	25	8	25	7	25	9	17.737748521320924	-104.07622939869074	-20.0	24.863504160198065	-99.6664379992217	-20.0	2
curve	25	9	25	8	25	10	24.863504160198065	-99.6664379992217	-20.0	33.870063003929175	-103.43152564219017	-20.0	2	28.020911964497973	-104.768474451203	-20.0	0.9501257755769642	True	6
straight	25	10	25	9	25	11	33.870063003929175	-103.43152564219017	-20.0	34.00185314410908	-104.00810750547724	-20.0	2
